station,net_node,hour,threshold,nodes_CA,nodes_TCA,reduction_pct
마들,9410070134,10,38.0,1010,1,99.9
수락산,13566334197,10,38.0,619,1,99.84
가산디지털단지,436846908,10,38.0,460,1,99.78
남구로,2590252230,10,38.0,768,1,99.87
대림,2589375675,10,38.0,858,1,99.88
신풍,2108483850,10,38.0,848,1,99.88
보라매,2108483937,10,38.0,721,1,99.86
신대방삼거리,2108483943,10,38.0,901,1,99.89
장승배기,1830596637,10,38.0,854,1,99.88
상도,436821675,10,38.0,771,1,99.87
숭실대입구,11413637825,10,38.0,585,1,99.83
남성,4195693782,10,38.0,686,1,99.85
이수,13434371130,10,38.0,970,1,99.9
내방,2110270505,10,38.0,487,1,99.79
반포,9914441894,10,38.0,746,1,99.87
논현,2280678861,10,38.0,955,1,99.9
학동,2279487893,10,38.0,1030,1,99.9
청담,2279487921,10,38.0,785,1,99.87
자양,9040152140,10,38.0,636,1,99.84
용두,1939143883,10,38.0,1269,1,99.92
신답,2460188205,10,38.0,45,1,97.78
천왕,1784377384,10,38.0,338,1,99.7
장지,11202554992,10,38.0,983,1,99.9
문정,6832910091,10,38.0,581,1,99.83
송파,2280491847,10,38.0,553,1,99.82
석촌,2280491863,10,38.0,301,1,99.67
몽촌토성,2346858828,10,38.0,451,1,99.78
강동구청,436855505,10,38.0,904,1,99.89
암사,999136556,10,38.0,828,1,99.88
중앙보훈병원,4197252516,10,38.0,357,6,98.32
둔촌오륜,11229084218,10,38.0,377,1,99.73
한성백제,10009448574,10,38.0,394,1,99.75
송파나루,1809560163,10,38.0,485,1,99.79
석촌고분,10855673146,10,38.0,780,1,99.87
삼전,4186302819,10,38.0,613,1,99.84
대모산입구,4643770733,10,38.0,495,1,99.8
개포동,2032418657,10,38.0,428,1,99.77
구룡,436814317,10,38.0,225,1,99.56
한티,4784810914,10,38.0,616,1,99.84
압구정로데오,596509934,10,38.0,705,1,99.86
서울숲,9081846792,10,38.0,723,1,99.86
양재시민의숲,12872531616,10,38.0,667,1,99.85
청계산입구,11744211938,10,38.0,177,1,99.44
성신여대입구,5226829495,10,38.0,886,7,99.21
청량리,7749822746,10,38.0,1451,1,99.93
신내,9534964676,10,38.0,661,1,99.85
종로3가,7068953101,10,38.0,1739,1,99.94
신설동,13345643243,10,38.0,1380,1,99.93
성신여대입구,9816197077,10,38.0,862,1,99.88
이촌,13472471079,10,38.0,485,1,99.79
서울역,10216518963,10,38.0,550,1,99.82
수서,6004121530,10,38.0,224,1,99.55
건대입구,11303511536,10,38.0,1018,1,99.9
선정릉,596482732,10,38.0,765,1,99.87
선릉,860338496,10,38.0,762,34,95.54
도곡,3418782698,10,38.0,447,1,99.78
수서,12364278188,10,38.0,233,1,99.57
복정,11330600836,10,38.0,445,1,99.78
왕십리,9369050246,10,38.0,1530,1,99.93
왕십리,11127349780,10,38.0,1663,1,99.94
신설동,4173042514,10,38.0,1293,1,99.92
939정거장,8436624771,10,38.0,364,1,99.73
창동,4659124351,10,38.0,526,2,99.62
동작,3401123578,10,38.0,13,1,92.31
개화,9701881739,10,38.0,242,1,99.59
상봉,2470981971,10,38.0,1849,1,99.95
관악산,4373612914,10,38.0,549,1,99.82
서울대벤처타운,1835221096,10,38.0,879,1,99.89
신림,1844912791,10,38.0,1197,1,99.92
당곡,436858756,10,38.0,1055,1,99.91
보라매병원,436847189,10,38.0,817,1,99.88
보라매공원,7916896848,10,38.0,516,1,99.81
보라매,2819460436,10,38.0,703,1,99.86
서울지방병무청,11178013529,10,38.0,675,1,99.85
대방,11553007316,10,38.0,534,1,99.81
샛강,13506574406,10,38.0,361,1,99.72
샛강,13670786965,10,38.0,348,1,99.71
서울역,3390941198,10,38.0,980,1,99.9
디지털미디어시티,2605603657,10,38.0,383,1,99.74
디지털미디어시티,4652833827,10,38.0,469,1,99.79
노원,5706189891,10,38.0,776,1,99.87
양재,4865811281,10,38.0,893,1,99.89
강남,3087683154,10,38.0,1222,1,99.92
당산,10814323607,10,38.0,737,1,99.86
서울역,3391063393,10,38.0,1011,1,99.9
신길,4636791670,10,38.0,720,1,99.86
가산디지털단지,2108483903,10,38.0,492,3,99.39
상계,3401474874,10,38.0,689,1,99.85
선유도,2726710465,10,38.0,537,1,99.81
신목동,2812530406,10,38.0,405,1,99.75
염창,2289016390,10,38.0,683,1,99.85
등촌,2290015312,10,38.0,810,1,99.88
증미,3042643876,10,38.0,673,1,99.85
가양,2142681442,10,38.0,885,1,99.89
양천향교,414683333,10,38.0,635,1,99.84
신방화,10814323761,10,38.0,827,1,99.88
공항시장,4604019398,10,38.0,777,1,99.87
총신대입구(이수),4984575377,10,38.0,877,1,99.89
동묘앞,3830591800,10,38.0,1683,1,99.94
동대문,7195666618,10,38.0,1827,1,99.95
종로3가,4198116864,10,38.0,1363,1,99.93
종로3가,4197560774,10,38.0,1595,1,99.94
정릉,3828480980,10,38.0,700,1,99.86
솔샘,3841342870,10,38.0,826,1,99.88
삼양사거리,3841342963,10,38.0,1425,1,99.93
삼양,3840741768,10,38.0,1428,1,99.93
화계,436865378,10,38.0,1464,1,99.93
가오리,3840936112,10,38.0,1346,1,99.93
4.19민주묘지,3841077641,10,38.0,939,1,99.89
솔밭공원,3626451463,10,38.0,493,1,99.8
북한산우이,11824482197,10,38.0,274,1,99.64
시청,7677568503,10,38.0,1206,1,99.92
노량진,4627778176,10,38.0,411,1,99.76
김포공항,7981330101,10,38.0,553,1,99.82
김포공항,4874729815,10,38.0,614,1,99.84
옥수,8222891384,10,38.0,318,1,99.69
신도림,5119449050,10,38.0,331,1,99.7
수서,11563289590,10,38.0,234,21,91.03
연신내,10678122489,10,38.0,1643,1,99.94
뚝섬,8498978693,10,38.0,756,1,99.87
동대문역사문화공원,414685825,10,38.0,1759,1,99.94
동대문역사문화공원,1945254583,10,38.0,1864,1,99.95
종합운동장,13894950326,10,38.0,402,1,99.75
홍대입구,13227913200,10,38.0,2129,12,99.44
942정거장,436815896,10,38.0,625,1,99.84
한성대입구,5973684086,10,42.7,1088,1088,0.0
제기동,9655918649,10,42.7,1288,1288,0.0
신이문,3831106833,10,42.7,1042,1042,0.0
회기,9776882774,10,42.7,1756,1756,0.0
월계,3834716670,10,42.7,300,300,0.0
녹천,3834717475,10,42.7,227,227,0.0
광운대,436854528,10,42.7,396,396,0.0
창동,3834608837,10,42.7,424,424,0.0
방학,3846919916,10,42.7,688,688,0.0
오류동,8508812072,10,42.7,98,98,0.0
개봉,5442986444,10,42.7,390,390,0.0
구일,3210749463,10,42.7,272,272,0.0
일원,9454279402,10,42.7,208,208,0.0
양원,9534964626,10,42.7,911,911,0.0
한남,3852156874,10,42.7,249,249,0.0
수색,11944713936,10,42.7,364,364,0.0
940정거장,3011994542,10,42.7,315,315,0.0
중랑,10138603166,10,42.7,1617,1617,0.0
망우,9760894592,10,42.7,1800,1800,0.0
국회의사당,2932339394,10,42.7,587,587,0.0
노들,4627760504,10,42.7,448,448,0.0
신설동,13227969660,10,42.7,1231,1231,0.0
용답,2460188229,10,42.7,807,807,0.0
신촌,13683819523,10,42.7,2215,2215,0.0
수서,6299196105,10,42.7,236,236,0.0
충정로,3893042379,10,42.7,1387,1387,0.0
서강대,5221755996,10,42.7,2111,2111,0.0
종로5가,436883169,10,42.7,1678,1678,0.0
고속터미널,9798531671,10,42.7,689,689,0.0
청량리,10121691848,10,42.7,1413,1413,0.0
봉은사,595750357,10,42.7,602,602,0.0
언주,414684639,10,42.7,1033,1033,0.0
삼성중앙,595750358,10,42.7,682,682,0.0
사평,13512489422,10,42.7,789,789,0.0
선정릉,2110338712,10,42.7,804,804,0.0
신논현,8376423650,10,42.7,1082,1082,0.0
외대앞,3831105923,10,42.7,1212,1212,0.0
구반포,11641428792,10,42.7,381,381,0.0
흑석,436881334,10,42.7,262,262,0.0
신반포,10918075302,10,42.7,556,556,0.0
온수,4987997944,10,42.7,269,269,0.0
왕십리,9083521281,10,42.7,1411,1411,0.0
응봉,13780851569,10,42.7,76,76,0.0
도봉,7006105399,10,42.7,659,659,0.0
서빙고,12874837067,10,42.7,295,295,0.0
양재,11431861586,10,42.7,940,940,0.0
이촌,4172393733,10,42.7,454,454,0.0
복정,11330600853,10,42.7,392,392,0.0
독산,4095041979,10,42.7,268,268,0.0
신내,9810803930,10,42.7,662,662,0.0
금천구청,5308009219,10,42.7,605,605,0.0
암사역사공원,436817489,10,42.7,476,476,0.0
보문,436873184,10,42.7,1115,1115,0.0
동작,7660036116,10,42.7,204,204,0.0
서울,10013086401,10,42.7,830,830,0.0
도곡,5403582157,10,42.7,462,462,0.0
김포공항,2353543144,10,42.7,522,522,0.0
동대문역사문화공원,8496801700,10,42.7,1850,1850,0.0
구로,8918160546,10,42.7,533,533,0.0
북한산보국문,3841557294,10,42.7,582,582,0.0
안국,436867523,10,42.7,1297,1297,0.0
강일,13093833784,10,42.7,347,347,0.0
천호,999136673,10,42.7,1051,1051,0.0
서원,1835221331,10,42.7,1227,1227,0.0
동대문,3830591792,10,42.7,1671,1671,0.0
삼각지,5589627062,10,42.7,902,902,0.0
도봉산,5246596481,10,42.7,477,477,0.0
도봉산,5246596482,10,42.7,488,488,0.0
영등포,11459128410,10,42.7,783,783,0.0
노량진,3785111388,10,42.7,417,417,0.0
용산,10816124190,10,42.7,415,415,0.0
종각,11198015018,10,42.7,1508,1508,0.0
건대입구,2613069963,10,42.7,1123,1123,0.0
가좌,5756085341,10,42.7,950,950,0.0
남영,7836289839,10,42.7,867,867,0.0
대방,4617447369,10,42.7,306,306,0.0
응암,8735757178,10,42.7,2062,2062,0.0
합정,5215341441,10,42.7,1477,1477,0.0
동묘앞,4170064719,10,42.7,1658,1658,0.0
고려대,5404768239,10,42.7,1585,1585,0.0
홍대입구,11841458495,10,42.7,2240,2240,0.0
디지털미디어시티,9891051186,10,42.7,182,182,0.0
선릉,2280678836,10,42.7,766,766,0.0
강남구청,2282830004,10,42.7,911,911,0.0
강남,7168335697,10,42.7,1287,1287,0.0
가락시장,10939998666,10,42.7,266,266,0.0
을지로3가,7694743853,10,42.7,1932,1932,0.0
불광,11228575654,10,42.7,1358,1358,0.0
구의,3958847218,10,42.7,330,330,0.0
강변,1850655113,10,42.7,359,359,0.0
잠실나루,5159105401,10,42.7,251,251,0.0
옥수,3851466435,10,42.7,215,215,0.0
충무로,3846576172,10,42.7,1502,1502,0.0
약수,3846603560,10,42.7,839,839,0.0
교대,3355067052,10,42.7,895,895,0.0
오금,3278844051,10,42.7,992,992,0.0
한양대,8992783196,10,42.7,906,906,0.0
성수,2551966241,10,42.7,805,805,0.0
시청,3404904658,10,42.7,1074,1074,0.0
을지로입구,436830313,10,42.7,1494,1494,0.0
을지로4가,10296582868,10,42.7,1599,1599,0.0
신당,414685846,10,42.7,1733,1733,0.0
상왕십리,11127349744,10,42.7,1796,1796,0.0
신촌,5937884691,10,42.7,2707,2707,0.0
이대,9283138042,10,42.7,1934,1934,0.0
아현,1936511359,10,42.7,1758,1758,0.0
마곡나루,4019735070,10,42.7,568,568,0.0
당산,3216944261,10,42.7,692,692,0.0
문래,11455185928,10,42.7,1223,1223,0.0
신도림,5344219251,10,42.7,229,229,0.0
구로디지털단지,4624772818,10,42.7,665,665,0.0
신대방,4624808762,10,42.7,578,578,0.0
신림,5404739367,10,42.7,1212,1212,0.0
봉천,5404739628,10,42.7,1274,1274,0.0
서울대입구,5406451695,10,42.7,959,959,0.0
낙성대,5406462591,10,42.7,618,618,0.0
방배,8471989456,10,42.7,421,421,0.0
서초,3221788784,10,42.7,652,652,0.0
역삼,2280678732,10,42.7,948,948,0.0
삼성,733859380,10,42.7,606,606,0.0
종합운동장,1430639131,10,42.7,362,362,0.0
잠실새내,2957013438,10,42.7,642,642,0.0
잠실,7877518993,10,42.7,415,415,0.0
양천구청,3380999909,10,42.7,471,471,0.0
신정네거리,9572122970,10,42.7,759,759,0.0
도림천,4630961655,10,42.7,567,567,0.0
경찰병원,1812000920,10,42.7,649,649,0.0
대청,2927282422,10,42.7,495,495,0.0
학여울,4643770712,10,42.7,520,520,0.0
대치,2281644495,10,42.7,618,618,0.0
매봉,5406359683,10,42.7,583,583,0.0
남부터미널,436864976,10,42.7,743,743,0.0
잠원,4634374794,10,42.7,513,513,0.0
신사,8489501829,10,42.7,1026,1026,0.0
압구정,9891581229,10,42.7,1171,1171,0.0
금호,4201516987,10,42.7,552,552,0.0
동대입구,436870722,10,42.7,1131,1131,0.0
경복궁,6033544429,10,42.7,1196,1196,0.0
독립문,13460710395,10,42.7,816,816,0.0
무악재,11296428367,10,42.7,455,455,0.0
홍제,436868050,10,42.7,855,855,0.0
녹번,436867704,10,42.7,786,786,0.0
구파발,8515726110,10,42.7,786,786,0.0
불암산,3841778897,10,42.7,478,478,0.0
쌍문,436836179,10,42.7,1106,1106,0.0
수유,9813541694,10,42.7,1433,1433,0.0
미아,9819314920,10,42.7,1362,1362,0.0
미아사거리,5198597933,10,42.7,1334,1334,0.0
길음,5210130825,10,42.7,921,921,0.0
혜화,2409390726,10,42.7,915,915,0.0
명동,7495868732,10,42.7,1420,1420,0.0
회현,12920546288,10,42.7,1025,1025,0.0
서울역,5348913449,10,42.7,990,990,0.0
숙대입구,2533148374,10,42.7,1017,1017,0.0
신용산,10816047755,10,42.7,445,445,0.0
사당,11521991148,10,42.7,772,772,0.0
남태령,7621561344,10,42.7,140,140,0.0
마천,10277058704,10,42.7,1004,1004,0.0
거여,4489986954,10,42.7,1107,1107,0.0
개롱,12142687377,10,42.7,1146,1146,0.0
방이,2310500979,10,42.7,840,840,0.0
올림픽공원,8493888383,10,42.7,637,637,0.0
둔촌동,4680325914,10,42.7,548,548,0.0
상일동,7106623354,10,42.7,484,484,0.0
고덕,5915757376,10,42.7,713,713,0.0
명일,10009228390,10,42.7,570,570,0.0
굽은다리,3851742835,10,42.7,725,725,0.0
길동,3856135009,10,42.7,792,792,0.0
강동,3856513978,10,42.7,814,814,0.0
광나루,11182352080,10,42.7,452,452,0.0
아차산,2123390941,10,42.7,612,612,0.0
장한평,10708070992,10,42.7,481,481,0.0
답십리,10708182321,10,42.7,295,295,0.0
마장,3832676328,10,42.7,1208,1208,0.0
행당,3833113882,10,42.7,1241,1241,0.0
신금호,3848968727,10,42.7,743,743,0.0
광화문,13971398420,10,42.7,1418,1418,0.0
서대문,445343537,10,42.7,1362,1362,0.0
애오개,13142535285,10,42.7,1849,1849,0.0
공덕,9941864292,10,42.7,1998,1998,0.0
마포,13227969612,10,42.7,1192,1192,0.0
여의나루,355173356,10,42.7,598,598,0.0
여의도,4744225606,10,42.7,421,421,0.0
신길,4529530743,10,42.7,518,518,0.0
영등포시장,355173354,10,42.7,1102,1102,0.0
영등포구청,5215341470,10,42.7,1148,1148,0.0
양평,436860925,10,42.7,708,708,0.0
오목교,2808319707,10,42.7,1088,1088,0.0
목동,13895049012,10,42.7,1061,1061,0.0
신정,2848435510,10,42.7,787,787,0.0
까치산,1906282324,10,42.7,941,941,0.0
화곡,2289350750,10,42.7,1376,1376,0.0
우장산,4706229292,10,42.7,1447,1447,0.0
발산,1791473931,10,42.7,929,929,0.0
마곡,13800646917,10,42.7,593,593,0.0
송정,4602991606,10,42.7,677,677,0.0
개화산,9228947724,10,42.7,593,593,0.0
방화,2702609963,10,42.7,435,435,0.0
봉화산,436834232,10,42.7,477,477,0.0
화랑대,3842209686,10,42.7,904,904,0.0
석계,1795189949,10,42.7,982,982,0.0
돌곶이,3830773366,10,42.7,1397,1397,0.0
상월곡,5219803722,10,42.7,1040,1040,0.0
월곡,5406198806,10,42.7,1159,1159,0.0
안암,7625622864,10,42.7,1804,1804,0.0
창신,1943131791,10,42.7,758,758,0.0
청구,1936511423,10,42.7,1242,1242,0.0
버티고개,3847632030,10,42.7,334,334,0.0
한강진,436868241,10,42.7,569,569,0.0
이태원,2470887090,10,42.7,754,754,0.0
녹사평,2384953064,10,42.7,1040,1040,0.0
효창공원앞,4426288471,10,42.7,1133,1133,0.0
대흥,9987526934,10,42.7,1983,1983,0.0
광흥창,4101356295,10,42.7,1853,1853,0.0
상수,414685238,10,42.7,1337,1337,0.0
망원,445327391,10,42.7,1724,1724,0.0
마포구청,5905951490,10,42.7,1038,1038,0.0
월드컵경기장,798569457,10,42.7,500,500,0.0
증산,3823125035,10,42.7,1303,1303,0.0
새절,3822999355,10,42.7,1828,1828,0.0
구산,2292697262,10,42.7,1767,1767,0.0
연신내,13357342120,10,42.7,1578,1578,0.0
독바위,3824954278,10,42.7,914,914,0.0
역촌,10789220053,10,42.7,1917,1917,0.0
어린이대공원,7939459503,10,42.7,860,860,0.0
군자,8743773046,10,42.7,1103,1103,0.0
중곡,3840461137,10,42.7,932,932,0.0
용마산,10141309870,10,42.7,1285,1285,0.0
사가정,436849774,10,42.7,1805,1805,0.0
면목,436816024,10,42.7,1746,1746,0.0
상봉,436718863,10,42.7,2078,2078,0.0
중화,3819991417,10,42.7,1857,1857,0.0
먹골,436538654,10,42.7,1117,1117,0.0
태릉입구,13821634895,10,42.7,1354,1354,0.0
공릉,13566284590,10,42.7,1151,1151,0.0
하계,13566334119,10,42.7,554,554,0.0
중계,3835756882,10,42.7,440,440,0.0
노원,10598556476,10,42.7,697,697,0.0
마들,9410070134,10,42.7,1010,1010,0.0
수락산,13566334197,10,42.7,619,619,0.0
가산디지털단지,436846908,10,42.7,460,460,0.0
남구로,2590252230,10,42.7,768,768,0.0
대림,2589375675,10,42.7,858,858,0.0
신풍,2108483850,10,42.7,848,848,0.0
보라매,2108483937,10,42.7,721,721,0.0
신대방삼거리,2108483943,10,42.7,901,901,0.0
장승배기,1830596637,10,42.7,854,854,0.0
상도,436821675,10,42.7,771,771,0.0
숭실대입구,11413637825,10,42.7,585,585,0.0
남성,4195693782,10,42.7,686,686,0.0
이수,13434371130,10,42.7,970,970,0.0
내방,2110270505,10,42.7,487,487,0.0
반포,9914441894,10,42.7,746,746,0.0
논현,2280678861,10,42.7,955,955,0.0
학동,2279487893,10,42.7,1030,1030,0.0
청담,2279487921,10,42.7,785,785,0.0
자양,9040152140,10,42.7,636,636,0.0
용두,1939143883,10,42.7,1269,1269,0.0
신답,2460188205,10,42.7,45,45,0.0
천왕,1784377384,10,42.7,338,338,0.0
장지,11202554992,10,42.7,983,983,0.0
문정,6832910091,10,42.7,581,581,0.0
송파,2280491847,10,42.7,553,553,0.0
석촌,2280491863,10,42.7,301,301,0.0
몽촌토성,2346858828,10,42.7,451,451,0.0
강동구청,436855505,10,42.7,904,904,0.0
암사,999136556,10,42.7,828,828,0.0
중앙보훈병원,4197252516,10,42.7,357,357,0.0
둔촌오륜,11229084218,10,42.7,377,377,0.0
한성백제,10009448574,10,42.7,394,394,0.0
송파나루,1809560163,10,42.7,485,485,0.0
석촌고분,10855673146,10,42.7,780,780,0.0
삼전,4186302819,10,42.7,613,613,0.0
대모산입구,4643770733,10,42.7,495,495,0.0
개포동,2032418657,10,42.7,428,428,0.0
구룡,436814317,10,42.7,225,225,0.0
한티,4784810914,10,42.7,616,616,0.0
압구정로데오,596509934,10,42.7,705,705,0.0
서울숲,9081846792,10,42.7,723,723,0.0
양재시민의숲,12872531616,10,42.7,667,667,0.0
청계산입구,11744211938,10,42.7,177,177,0.0
성신여대입구,5226829495,10,42.7,886,886,0.0
청량리,7749822746,10,42.7,1451,1451,0.0
신내,9534964676,10,42.7,661,661,0.0
종로3가,7068953101,10,42.7,1739,1739,0.0
신설동,13345643243,10,42.7,1380,1380,0.0
성신여대입구,9816197077,10,42.7,862,862,0.0
이촌,13472471079,10,42.7,485,485,0.0
서울역,10216518963,10,42.7,550,550,0.0
수서,6004121530,10,42.7,224,224,0.0
건대입구,11303511536,10,42.7,1018,1018,0.0
선정릉,596482732,10,42.7,765,765,0.0
선릉,860338496,10,42.7,762,762,0.0
도곡,3418782698,10,42.7,447,447,0.0
수서,12364278188,10,42.7,233,233,0.0
복정,11330600836,10,42.7,445,445,0.0
왕십리,9369050246,10,42.7,1530,1530,0.0
왕십리,11127349780,10,42.7,1663,1663,0.0
신설동,4173042514,10,42.7,1293,1293,0.0
939정거장,8436624771,10,42.7,364,364,0.0
창동,4659124351,10,42.7,526,526,0.0
동작,3401123578,10,42.7,13,13,0.0
개화,9701881739,10,42.7,242,242,0.0
상봉,2470981971,10,42.7,1849,1849,0.0
관악산,4373612914,10,42.7,549,549,0.0
서울대벤처타운,1835221096,10,42.7,879,879,0.0
신림,1844912791,10,42.7,1197,1197,0.0
당곡,436858756,10,42.7,1055,1055,0.0
보라매병원,436847189,10,42.7,817,817,0.0
보라매공원,7916896848,10,42.7,516,516,0.0
보라매,2819460436,10,42.7,703,703,0.0
서울지방병무청,11178013529,10,42.7,675,675,0.0
대방,11553007316,10,42.7,534,534,0.0
샛강,13506574406,10,42.7,361,361,0.0
샛강,13670786965,10,42.7,348,348,0.0
서울역,3390941198,10,42.7,980,980,0.0
디지털미디어시티,2605603657,10,42.7,383,383,0.0
디지털미디어시티,4652833827,10,42.7,469,469,0.0
노원,5706189891,10,42.7,776,776,0.0
양재,4865811281,10,42.7,893,893,0.0
강남,3087683154,10,42.7,1222,1222,0.0
당산,10814323607,10,42.7,737,737,0.0
서울역,3391063393,10,42.7,1011,1011,0.0
신길,4636791670,10,42.7,720,720,0.0
가산디지털단지,2108483903,10,42.7,492,492,0.0
상계,3401474874,10,42.7,689,689,0.0
선유도,2726710465,10,42.7,537,537,0.0
신목동,2812530406,10,42.7,405,405,0.0
염창,2289016390,10,42.7,683,683,0.0
등촌,2290015312,10,42.7,810,810,0.0
증미,3042643876,10,42.7,673,673,0.0
가양,2142681442,10,42.7,885,885,0.0
양천향교,414683333,10,42.7,635,635,0.0
신방화,10814323761,10,42.7,827,827,0.0
공항시장,4604019398,10,42.7,777,777,0.0
총신대입구(이수),4984575377,10,42.7,877,877,0.0
동묘앞,3830591800,10,42.7,1683,1683,0.0
동대문,7195666618,10,42.7,1827,1827,0.0
종로3가,4198116864,10,42.7,1363,1363,0.0
종로3가,4197560774,10,42.7,1595,1595,0.0
정릉,3828480980,10,42.7,700,700,0.0
솔샘,3841342870,10,42.7,826,826,0.0
삼양사거리,3841342963,10,42.7,1425,1425,0.0
삼양,3840741768,10,42.7,1428,1428,0.0
화계,436865378,10,42.7,1464,1464,0.0
가오리,3840936112,10,42.7,1346,1346,0.0
4.19민주묘지,3841077641,10,42.7,939,939,0.0
솔밭공원,3626451463,10,42.7,493,493,0.0
북한산우이,11824482197,10,42.7,274,274,0.0
시청,7677568503,10,42.7,1206,1206,0.0
노량진,4627778176,10,42.7,411,411,0.0
김포공항,7981330101,10,42.7,553,553,0.0
김포공항,4874729815,10,42.7,614,614,0.0
옥수,8222891384,10,42.7,318,318,0.0
신도림,5119449050,10,42.7,331,331,0.0
수서,11563289590,10,42.7,234,234,0.0
연신내,10678122489,10,42.7,1643,1643,0.0
뚝섬,8498978693,10,42.7,756,756,0.0
동대문역사문화공원,414685825,10,42.7,1759,1759,0.0
동대문역사문화공원,1945254583,10,42.7,1864,1864,0.0
종합운동장,13894950326,10,42.7,402,402,0.0
홍대입구,13227913200,10,42.7,2129,2129,0.0
942정거장,436815896,10,42.7,625,625,0.0
한성대입구,5973684086,11,38.0,1088,1,99.91
제기동,9655918649,11,38.0,1288,1,99.92
신이문,3831106833,11,38.0,1042,1,99.9
회기,9776882774,11,38.0,1756,1,99.94
월계,3834716670,11,38.0,300,1,99.67
녹천,3834717475,11,38.0,227,1,99.56
광운대,436854528,11,38.0,396,1,99.75
창동,3834608837,11,38.0,424,1,99.76
방학,3846919916,11,38.0,688,1,99.85
오류동,8508812072,11,38.0,98,1,98.98
개봉,5442986444,11,38.0,390,1,99.74
구일,3210749463,11,38.0,272,1,99.63
일원,9454279402,11,38.0,208,1,99.52
양원,9534964626,11,38.0,911,1,99.89
한남,3852156874,11,38.0,249,1,99.6
수색,11944713936,11,38.0,364,1,99.73
